Date,States,Usage,DayOfYear,Month,DayOfWeek,Season,State_Encoded
2020-03-02,Manipur,2.6,62,3,0,1,18
2020-03-02,Meghalaya,6.4,62,3,0,1,19
2020-03-02,Mizoram,1.7,62,3,0,1,20
2020-03-02,Nagaland,2.2,62,3,0,1,21
2020-03-02,Odisha,66.0,62,3,0,1,22
2020-03-02,Pondy,7.4,62,3,0,1,23
2020-03-02,Punjab,112.0,62,3,0,1,24
2020-03-02,Rajasthan,242.6,62,3,0,1,25
2020-03-02,Sikkim,2.1,62,3,0,1,26
2020-03-02,Tamil Nadu,291.7,62,3,0,1,27
2020-03-02,Telangana,209.3,62,3,0,1,28
2020-03-02,Tripura,3.5,62,3,0,1,29
2020-03-02,UP,292.3,62,3,0,1,30
2020-03-02,Uttarakhand,40.3,62,3,0,1,31
2020-03-02,West Bengal,109.1,62,3,0,1,32
2020-03-03,Andhra Pradesh,166.8,63,3,1,1,0
2020-03-03,Arunachal Pradesh,2.1,63,3,1,1,1
2020-03-03,Assam,22.0,63,3,1,1,2
2020-03-03,Bihar,79.5,63,3,1,1,3
2020-03-03,Chandigarh,4.7,63,3,1,1,4
2020-03-03,Chhattisgarh,74.2,63,3,1,1,5
2020-03-03,DNH,18.9,63,3,1,1,6
2020-03-03,Delhi,74.7,63,3,1,1,7
2020-03-03,Goa,10.4,63,3,1,1,8
2020-03-03,Gujarat,320.9,63,3,1,1,9
2020-03-03,HP,27.9,63,3,1,1,10
2020-03-03,Haryana,120.2,63,3,1,1,11
2020-03-03,J&K,51.9,63,3,1,1,12
2020-03-03,Jharkhand,25.6,63,3,1,1,13
2020-03-03,Karnataka,216.7,63,3,1,1,14
2020-03-03,Kerala,66.7,63,3,1,1,15
2020-03-03,MP,227.7,63,3,1,1,16
2020-03-03,Maharashtra,436.9,63,3,1,1,17
2020-03-03,Manipur,2.6,63,3,1,1,18
2020-03-03,Meghalaya,6.5,63,3,1,1,19
2020-03-03,Mizoram,1.8,63,3,1,1,20
2020-03-03,Nagaland,2.2,63,3,1,1,21
2020-03-03,Odisha,64.6,63,3,1,1,22
2020-03-03,Pondy,6.9,63,3,1,1,23
2020-03-03,Punjab,112.6,63,3,1,1,24
2020-03-03,Rajasthan,239.0,63,3,1,1,25
2020-03-03,Sikkim,2.1,63,3,1,1,26
2020-03-03,Tamil Nadu,298.3,63,3,1,1,27
2020-03-03,Telangana,209.4,63,3,1,1,28
2020-03-03,Tripura,3.9,63,3,1,1,29
2020-03-03,UP,269.2,63,3,1,1,30
2020-03-03,Uttarakhand,40.1,63,3,1,1,31
2020-03-03,West Bengal,106.8,63,3,1,1,32
2020-03-04,Andhra Pradesh,168.6,64,3,2,1,0
2020-03-04,Arunachal Pradesh,2.2,64,3,2,1,1
2020-03-04,Assam,23.0,64,3,2,1,2
2020-03-04,Bihar,70.5,64,3,2,1,3
2020-03-04,Chandigarh,4.7,64,3,2,1,4
2020-03-04,Chhattisgarh,69.7,64,3,2,1,5
2020-03-04,DNH,19.0,64,3,2,1,6
2020-03-04,Delhi,77.5,64,3,2,1,7
2020-03-04,Goa,13.5,64,3,2,1,8
2020-03-04,Gujarat,317.8,64,3,2,1,9
2020-03-04,HP,28.8,64,3,2,1,10
2020-03-04,Haryana,126.5,64,3,2,1,11
2020-03-04,J&K,53.8,64,3,2,1,12
2020-03-04,Jharkhand,23.9,64,3,2,1,13
2020-03-04,Karnataka,225.6,64,3,2,1,14
2020-03-04,Kerala,73.0,64,3,2,1,15
2020-03-04,MP,231.1,64,3,2,1,16
2020-03-04,Maharashtra,428.4,64,3,2,1,17
2020-03-04,Manipur,2.7,64,3,2,1,18
2020-03-04,Meghalaya,6.4,64,3,2,1,19
2020-03-04,Mizoram,1.8,64,3,2,1,20
2020-03-04,Nagaland,2.3,64,3,2,1,21
2020-03-04,Odisha,65.2,64,3,2,1,22
2020-03-04,Pondy,6.4,64,3,2,1,23
2020-03-04,Punjab,113.5,64,3,2,1,24
2020-03-04,Rajasthan,231.5,64,3,2,1,25
2020-03-04,Sikkim,2.0,64,3,2,1,26
2020-03-04,Tamil Nadu,298.3,64,3,2,1,27
2020-03-04,Telangana,212.1,64,3,2,1,28
2020-03-04,Tripura,3.4,64,3,2,1,29
2020-03-04,UP,276.6,64,3,2,1,30
2020-03-04,Uttarakhand,38.0,64,3,2,1,31
2020-03-04,West Bengal,109.6,64,3,2,1,32
2020-03-05,Andhra Pradesh,171.5,65,3,3,1,0
2020-03-05,Arunachal Pradesh,2.2,65,3,3,1,1
2020-03-05,Assam,22.4,65,3,3,1,2
2020-03-05,Bihar,80.2,65,3,3,1,3
2020-03-05,Chandigarh,4.6,65,3,3,1,4
2020-03-05,Chhattisgarh,67.7,65,3,3,1,5
2020-03-05,DNH,17.6,65,3,3,1,6
2020-03-05,Delhi,79.7,65,3,3,1,7
2020-03-05,Goa,13.4,65,3,3,1,8
2020-03-05,Gujarat,313.9,65,3,3,1,9
2020-03-05,HP,30.2,65,3,3,1,10
2020-03-05,Haryana,129.7,65,3,3,1,11
2020-03-05,J&K,53.2,65,3,3,1,12
2020-03-05,Jharkhand,24.4,65,3,3,1,13
2020-03-05,Karnataka,226.8,65,3,3,1,14
2020-03-05,Kerala,73.4,65,3,3,1,15
2020-03-05,MP,236.6,65,3,3,1,16
2020-03-05,Maharashtra,427.0,65,3,3,1,17
2020-03-05,Manipur,2.7,65,3,3,1,18
2020-03-05,Meghalaya,6.5,65,3,3,1,19
2020-03-05,Mizoram,1.6,65,3,3,1,20
2020-03-05,Nagaland,2.2,65,3,3,1,21
2020-03-05,Odisha,65.4,65,3,3,1,22
2020-03-05,Pondy,7.3,65,3,3,1,23
2020-03-05,Punjab,113.0,65,3,3,1,24
2020-03-05,Rajasthan,243.4,65,3,3,1,25
2020-03-05,Sikkim,2.0,65,3,3,1,26
2020-03-05,Tamil Nadu,298.5,65,3,3,1,27
2020-03-05,Telangana,210.3,65,3,3,1,28
2020-03-05,Tripura,4.1,65,3,3,1,29
2020-03-05,UP,295.1,65,3,3,1,30
2020-03-05,Uttarakhand,40.1,65,3,3,1,31
2020-03-05,West Bengal,110.9,65,3,3,1,32
2020-03-13,Andhra Pradesh,171.3,73,3,4,1,0
2020-03-13,Arunachal Pradesh,2.4,73,3,4,1,1
2020-03-13,Assam,23.1,73,3,4,1,2
2020-03-13,Bihar,79.9,73,3,4,1,3
2020-03-13,Chandigarh,4.4,73,3,4,1,4
2020-03-13,Chhattisgarh,72.9,73,3,4,1,5
2020-03-13,DNH,18.6,73,3,4,1,6
2020-03-13,Delhi,72.7,73,3,4,1,7
2020-03-13,Goa,13.6,73,3,4,1,8
2020-03-13,Gujarat,327.6,73,3,4,1,9
2020-03-13,HP,30.3,73,3,4,1,10
2020-03-13,Haryana,128.5,73,3,4,1,11
2020-03-13,J&K,52.5,73,3,4,1,12
2020-03-13,Jharkhand,24.6,73,3,4,1,13
2020-03-13,Karnataka,222.3,73,3,4,1,14
2020-03-13,Kerala,70.9,73,3,4,1,15
2020-03-13,MP,239.8,73,3,4,1,16
2020-03-13,Maharashtra,434.1,73,3,4,1,17
2020-03-13,Manipur,2.7,73,3,4,1,18
2020-03-13,Meghalaya,6.3,73,3,4,1,19
2020-03-13,Mizoram,1.6,73,3,4,1,20
2020-03-13,Nagaland,2.4,73,3,4,1,21
2020-03-13,Odisha,65.2,73,3,4,1,22
2020-03-13,Pondy,7.2,73,3,4,1,23
2020-03-13,Punjab,111.8,73,3,4,1,24
2020-03-13,Rajasthan,237.6,73,3,4,1,25
2020-03-13,Sikkim,2.0,73,3,4,1,26
2020-03-13,Tamil Nadu,298.1,73,3,4,1,27
2020-03-13,Telangana,212.3,73,3,4,1,28
2020-03-13,Tripura,3.6,73,3,4,1,29
2020-03-13,UP,288.3,73,3,4,1,30
2020-03-13,Uttarakhand,40.7,73,3,4,1,31
2020-03-13,West Bengal,110.0,73,3,4,1,32
2020-03-14,Andhra Pradesh,170.8,74,3,5,1,0
2020-03-14,Arunachal Pradesh,2.3,74,3,5,1,1
2020-03-14,Assam,21.6,74,3,5,1,2
2020-03-14,Bihar,82.1,74,3,5,1,3
2020-03-14,Chandigarh,4.0,74,3,5,1,4
2020-03-14,Chhattisgarh,74.7,74,3,5,1,5
2020-03-14,DNH,18.8,74,3,5,1,6
2020-03-14,Delhi,69.3,74,3,5,1,7
2020-03-14,Goa,12.2,74,3,5,1,8
2020-03-14,Gujarat,326.9,74,3,5,1,9
2020-03-14,HP,28.4,74,3,5,1,10
2020-03-14,Haryana,114.1,74,3,5,1,11
2020-03-14,J&K,47.6,74,3,5,1,12
2020-03-14,Jharkhand,24.0,74,3,5,1,13
2020-03-14,Karnataka,207.3,74,3,5,1,14
2020-03-14,Kerala,63.2,74,3,5,1,15
2020-03-14,MP,243.1,74,3,5,1,16
2020-03-14,Maharashtra,425.1,74,3,5,1,17
2020-03-14,Manipur,2.6,74,3,5,1,18
2020-03-14,Meghalaya,6.4,74,3,5,1,19
2020-03-14,Mizoram,1.5,74,3,5,1,20
2020-03-14,Nagaland,2.3,74,3,5,1,21
2020-03-14,Odisha,65.0,74,3,5,1,22
2020-03-14,Pondy,6.7,74,3,5,1,23
2020-03-14,Punjab,103.6,74,3,5,1,24
2020-03-14,Rajasthan,240.4,74,3,5,1,25
2020-03-14,Sikkim,1.7,74,3,5,1,26
2020-03-14,Tamil Nadu,279.3,74,3,5,1,27
2020-03-14,Telangana,210.1,74,3,5,1,28
2020-03-14,Tripura,3.5,74,3,5,1,29
2020-03-14,UP,288.0,74,3,5,1,30
2020-03-14,Uttarakhand,37.2,74,3,5,1,31
2020-03-14,West Bengal,103.3,74,3,5,1,32
2020-03-15,Andhra Pradesh,169.3,75,3,6,1,0
2020-03-15,Arunachal Pradesh,2.2,75,3,6,1,1
2020-03-15,Assam,34.0,75,3,6,1,2
2020-03-15,Bihar,107.8,75,3,6,1,3
2020-03-15,Chandigarh,6.5,75,3,6,1,4
2020-03-15,Chhattisgarh,81.1,75,3,6,1,5
2020-03-15,DNH,18.6,75,3,6,1,6
2020-03-15,Delhi,126.4,75,3,6,1,7
2020-03-15,Goa,10.0,75,3,6,1,8
2020-03-15,Gujarat,322.7,75,3,6,1,9
2020-03-15,HP,29.9,75,3,6,1,10
2020-03-15,Haryana,205.8,75,3,6,1,11
2020-03-15,J&K,41.9,75,3,6,1,12
2020-03-15,Jharkhand,23.4,75,3,6,1,13
2020-03-15,Karnataka,191.5,75,3,6,1,14
2020-03-15,Kerala,72.8,75,3,6,1,15
2020-03-15,MP,157.7,75,3,6,1,16
2020-03-15,Maharashtra,386.3,75,3,6,1,17
2020-03-15,Manipur,2.6,75,3,6,1,18
2020-03-15,Meghalaya,5.8,75,3,6,1,19
2020-03-15,Mizoram,2.0,75,3,6,1,20
2020-03-15,Nagaland,2.2,75,3,6,1,21
2020-03-15,Odisha,81.0,75,3,6,1,22
2020-03-15,Pondy,9.5,75,3,6,1,23
2020-03-15,Punjab,284.4,75,3,6,1,24
2020-03-15,Rajasthan,220.9,75,3,6,1,25
2020-03-15,Sikkim,1.2,75,3,6,1,26
2020-03-15,Tamil Nadu,347.2,75,3,6,1,27
2020-03-15,Telangana,152.5,75,3,6,1,28
2020-03-15,Tripura,5.6,75,3,6,1,29
2020-03-15,UP,403.0,75,3,6,1,30
2020-03-15,Uttarakhand,45.1,75,3,6,1,31
2020-03-15,West Bengal,177.9,75,3,6,1,32
2020-03-16,Andhra Pradesh,179.4,76,3,0,1,0
2020-03-16,Arunachal Pradesh,2.1,76,3,0,1,1
2020-03-16,Assam,30.9,76,3,0,1,2
2020-03-16,Bihar,101.6,76,3,0,1,3
2020-03-16,Chandigarh,6.0,76,3,0,1,4
2020-03-16,Chhattisgarh,77.9,76,3,0,1,5
2020-03-16,DNH,18.6,76,3,0,1,6
2020-03-16,Delhi,122.3,76,3,0,1,7
2020-03-16,Goa,10.0,76,3,0,1,8
2020-03-16,Gujarat,321.8,76,3,0,1,9
2020-03-16,HP,29.9,76,3,0,1,10
2020-03-16,Haryana,210.4,76,3,0,1,11
2020-03-16,J&K,41.0,76,3,0,1,12
2020-03-16,Jharkhand,22.6,76,3,0,1,13
2020-03-16,Karnataka,183.5,76,3,0,1,14
2020-03-16,Kerala,72.7,76,3,0,1,15
2020-03-16,MP,154.9,76,3,0,1,16
2020-03-16,Maharashtra,382.6,76,3,0,1,17
2020-03-16,Manipur,2.3,76,3,0,1,18
2020-03-16,Meghalaya,5.6,76,3,0,1,19
2020-03-16,Mizoram,1.7,76,3,0,1,20
2020-03-16,Nagaland,2.0,76,3,0,1,21
2020-03-16,Odisha,79.7,76,3,0,1,22
2020-03-16,Pondy,9.5,76,3,0,1,23
2020-03-16,Punjab,271.4,76,3,0,1,24
2020-03-16,Rajasthan,218.1,76,3,0,1,25
2020-03-16,Sikkim,1.0,76,3,0,1,26
2020-03-16,Tamil Nadu,336.3,76,3,0,1,27
2020-03-16,Telangana,150.4,76,3,0,1,28
2020-03-16,Tripura,5.2,76,3,0,1,29
2020-03-16,UP,364.9,76,3,0,1,30
2020-03-16,Uttarakhand,44.2,76,3,0,1,31
2020-03-16,West Bengal,161.8,76,3,0,1,32
2020-03-17,Andhra Pradesh,175.1,77,3,1,1,0
2020-03-17,Arunachal Pradesh,2.2,77,3,1,1,1
2020-03-17,Assam,26.8,77,3,1,1,2
2020-03-17,Bihar,83.7,77,3,1,1,3
2020-03-17,Chandigarh,5.6,77,3,1,1,4
2020-03-17,Chhattisgarh,79.0,77,3,1,1,5
2020-03-17,DNH,17.3,77,3,1,1,6
2020-03-17,Delhi,119.6,77,3,1,1,7
2020-03-17,Goa,10.5,77,3,1,1,8
2020-03-17,Gujarat,305.1,77,3,1,1,9
2020-03-17,HP,25.0,77,3,1,1,10
2020-03-17,Haryana,199.5,77,3,1,1,11
2020-03-17,J&K,43.0,77,3,1,1,12
2020-03-17,Jharkhand,21.5,77,3,1,1,13
2020-03-17,Karnataka,172.9,77,3,1,1,14
2020-03-17,Kerala,65.4,77,3,1,1,15
2020-03-17,MP,157.1,77,3,1,1,16
2020-03-17,Maharashtra,367.1,77,3,1,1,17
2020-03-17,Manipur,2.4,77,3,1,1,18
2020-03-17,Meghalaya,5.9,77,3,1,1,19
2020-03-17,Mizoram,1.4,77,3,1,1,20
2020-03-17,Nagaland,2.1,77,3,1,1,21
2020-03-17,Odisha,80.6,77,3,1,1,22
2020-03-17,Pondy,8.7,77,3,1,1,23
2020-03-17,Punjab,270.0,77,3,1,1,24
2020-03-17,Rajasthan,201.3,77,3,1,1,25
2020-03-17,Sikkim,0.8,77,3,1,1,26
2020-03-17,Tamil Nadu,317.2,77,3,1,1,27
2020-03-17,Telangana,147.3,77,3,1,1,28
2020-03-17,Tripura,4.3,77,3,1,1,29
2020-03-17,UP,377.9,77,3,1,1,30
2020-03-17,Uttarakhand,42.2,77,3,1,1,31
2020-03-17,West Bengal,144.9,77,3,1,1,32
2020-03-18,Andhra Pradesh,182.5,78,3,2,1,0
2020-03-18,Arunachal Pradesh,2.5,78,3,2,1,1
2020-03-18,Assam,27.6,78,3,2,1,2
2020-03-18,Bihar,78.9,78,3,2,1,3
2020-03-18,Chandigarh,6.5,78,3,2,1,4
2020-03-18,Chhattisgarh,82.5,78,3,2,1,5
2020-03-18,DNH,18.2,78,3,2,1,6
2020-03-18,Delhi,130.2,78,3,2,1,7
2020-03-18,Goa,11.6,78,3,2,1,8
2020-03-18,Gujarat,331.7,78,3,2,1,9
2020-03-18,HP,28.1,78,3,2,1,10
2020-03-18,Haryana,214.9,78,3,2,1,11
2020-03-18,J&K,44.1,78,3,2,1,12
2020-03-18,Jharkhand,23.5,78,3,2,1,13
2020-03-18,Karnataka,188.5,78,3,2,1,14
2020-03-18,Kerala,69.2,78,3,2,1,15
2020-03-18,MP,160.3,78,3,2,1,16
2020-03-18,Maharashtra,392.3,78,3,2,1,17
2020-03-18,Manipur,2.3,78,3,2,1,18
2020-03-18,Meghalaya,5.6,78,3,2,1,19
2020-03-18,Mizoram,1.7,78,3,2,1,20
2020-03-18,Nagaland,2.3,78,3,2,1,21
2020-03-18,Odisha,84.0,78,3,2,1,22
2020-03-18,Pondy,8.9,78,3,2,1,23
2020-03-18,Punjab,291.7,78,3,2,1,24
2020-03-18,Rajasthan,218.1,78,3,2,1,25
2020-03-18,Sikkim,1.0,78,3,2,1,26
2020-03-18,Tamil Nadu,336.8,78,3,2,1,27
2020-03-18,Telangana,155.9,78,3,2,1,28
2020-03-18,Tripura,4.5,78,3,2,1,29
2020-03-18,UP,368.4,78,3,2,1,30
2020-03-18,Uttarakhand,43.9,78,3,2,1,31
2020-03-18,West Bengal,164.1,78,3,2,1,32
2020-03-19,Andhra Pradesh,188.4,79,3,3,1,0
2020-03-19,Arunachal Pradesh,2.3,79,3,3,1,1
2020-03-19,Assam,28.7,79,3,3,1,2
2020-03-19,Bihar,69.9,79,3,3,1,3
2020-03-19,Chandigarh,6.0,79,3,3,1,4
2020-03-19,Chhattisgarh,83.4,79,3,3,1,5
2020-03-19,DNH,18.6,79,3,3,1,6
2020-03-19,Delhi,113.4,79,3,3,1,7
2020-03-19,Goa,11.6,79,3,3,1,8
2020-03-19,Gujarat,340.4,79,3,3,1,9
2020-03-19,HP,28.2,79,3,3,1,10
2020-03-19,Haryana,207.9,79,3,3,1,11
2020-03-19,J&K,40.8,79,3,3,1,12
2020-03-19,Jharkhand,23.2,79,3,3,1,13
2020-03-19,Karnataka,195.2,79,3,3,1,14
2020-03-19,Kerala,68.6,79,3,3,1,15
2020-03-19,MP,165.3,79,3,3,1,16
2020-03-19,Maharashtra,402.8,79,3,3,1,17
2020-03-19,Manipur,2.5,79,3,3,1,18
2020-03-19,Meghalaya,6.0,79,3,3,1,19
2020-03-19,Mizoram,1.8,79,3,3,1,20
2020-03-19,Nagaland,2.3,79,3,3,1,21
2020-03-19,Odisha,85.1,79,3,3,1,22
2020-03-19,Pondy,8.3,79,3,3,1,23
2020-03-19,Punjab,268.9,79,3,3,1,24
2020-03-19,Rajasthan,225.8,79,3,3,1,25
2020-03-19,Sikkim,1.3,79,3,3,1,26
2020-03-19,Tamil Nadu,338.4,79,3,3,1,27
2020-03-19,Telangana,164.2,79,3,3,1,28
2020-03-19,Tripura,4.6,79,3,3,1,29
2020-03-19,UP,325.6,79,3,3,1,30
2020-03-19,Uttarakhand,41.9,79,3,3,1,31
2020-03-19,West Bengal,170.8,79,3,3,1,32
2020-03-20,Andhra Pradesh,185.9,80,3,4,1,0
2020-03-20,Arunachal Pradesh,2.2,80,3,4,1,1
2020-03-20,Assam,27.1,80,3,4,1,2
2020-03-20,Bihar,76.5,80,3,4,1,3
2020-03-20,Chandigarh,5.9,80,3,4,1,4
2020-03-20,Chhattisgarh,87.3,80,3,4,1,5
2020-03-20,DNH,18.7,80,3,4,1,6
2020-03-20,Delhi,127.8,80,3,4,1,7
2020-03-20,Goa,11.6,80,3,4,1,8
2020-03-20,Gujarat,344.5,80,3,4,1,9
2020-03-20,HP,29.8,80,3,4,1,10
2020-03-20,Haryana,210.1,80,3,4,1,11
2020-03-20,J&K,42.0,80,3,4,1,12
2020-03-20,Jharkhand,22.8,80,3,4,1,13
2020-03-20,Karnataka,188.8,80,3,4,1,14
2020-03-20,Kerala,66.1,80,3,4,1,15
2020-03-20,MP,174.2,80,3,4,1,16
2020-03-20,Maharashtra,403.7,80,3,4,1,17
2020-03-20,Manipur,2.6,80,3,4,1,18
2020-03-20,Meghalaya,6.4,80,3,4,1,19
2020-03-20,Mizoram,1.7,80,3,4,1,20
2020-03-20,Nagaland,2.2,80,3,4,1,21
2020-03-20,Odisha,89.5,80,3,4,1,22
2020-03-20,Pondy,8.2,80,3,4,1,23
2020-03-20,Punjab,262.6,80,3,4,1,24
2020-03-20,Rajasthan,239.7,80,3,4,1,25
2020-03-20,Sikkim,1.1,80,3,4,1,26
2020-03-20,Tamil Nadu,327.8,80,3,4,1,27
2020-03-20,Telangana,166.6,80,3,4,1,28
2020-03-20,Tripura,4.6,80,3,4,1,29
2020-03-20,UP,318.3,80,3,4,1,30
2020-03-20,Uttarakhand,43.9,80,3,4,1,31
2020-03-20,West Bengal,168.6,80,3,4,1,32
2020-03-21,Andhra Pradesh,187.1,81,3,5,1,0
2020-03-21,Arunachal Pradesh,2.3,81,3,5,1,1
2020-03-21,Assam,27.2,81,3,5,1,2
2020-03-21,Bihar,59.2,81,3,5,1,3
2020-03-21,Chandigarh,5.5,81,3,5,1,4
2020-03-21,Chhattisgarh,91.8,81,3,5,1,5
2020-03-21,DNH,18.7,81,3,5,1,6
2020-03-21,Delhi,135.5,81,3,5,1,7
2020-03-21,Goa,11.6,81,3,5,1,8
2020-03-21,Gujarat,354.4,81,3,5,1,9
2020-03-21,HP,29.0,81,3,5,1,10
2020-03-21,Haryana,214.6,81,3,5,1,11
2020-03-21,J&K,42.4,81,3,5,1,12
2020-03-21,Jharkhand,22.6,81,3,5,1,13
2020-03-21,Karnataka,190.0,81,3,5,1,14
2020-03-21,Kerala,67.2,81,3,5,1,15
2020-03-21,MP,180.9,81,3,5,1,16
2020-03-21,Maharashtra,403.8,81,3,5,1,17
2020-03-21,Manipur,2.4,81,3,5,1,18
2020-03-21,Meghalaya,5.3,81,3,5,1,19
2020-03-21,Mizoram,1.7,81,3,5,1,20
2020-03-21,Nagaland,2.2,81,3,5,1,21
2020-03-21,Odisha,88.3,81,3,5,1,22
2020-03-21,Pondy,8.1,81,3,5,1,23
2020-03-21,Punjab,244.6,81,3,5,1,24
2020-03-21,Rajasthan,242.6,81,3,5,1,25
2020-03-21,Sikkim,1.2,81,3,5,1,26
2020-03-21,Tamil Nadu,327.2,81,3,5,1,27
2020-03-21,Telangana,163.8,81,3,5,1,28
2020-03-21,Tripura,4.5,81,3,5,1,29
2020-03-21,UP,313.4,81,3,5,1,30
2020-03-21,Uttarakhand,40.3,81,3,5,1,31
2020-03-21,West Bengal,164.9,81,3,5,1,32
2020-03-22,Andhra Pradesh,162.0,82,3,6,1,0
2020-03-22,Arunachal Pradesh,1.5,82,3,6,1,1
2020-03-22,Assam,19.1,82,3,6,1,2
2020-03-22,Bihar,74.6,82,3,6,1,3
2020-03-22,Chandigarh,2.2,82,3,6,1,4
2020-03-22,Chhattisgarh,70.5,82,3,6,1,5
2020-03-22,DNH,1.8,82,3,6,1,6
2020-03-22,Delhi,44.3,82,3,6,1,7
2020-03-22,Goa,6.8,82,3,6,1,8
2020-03-22,Gujarat,231.4,82,3,6,1,9
2020-03-22,HP,11.9,82,3,6,1,10
2020-03-22,Haryana,74.2,82,3,6,1,11
2020-03-22,J&K,40.7,82,3,6,1,12
2020-03-22,Jharkhand,22.7,82,3,6,1,13
2020-03-22,Karnataka,214.5,82,3,6,1,14
2020-03-22,Kerala,65.5,82,3,6,1,15
2020-03-22,MP,164.4,82,3,6,1,16
2020-03-22,Maharashtra,376.6,82,3,6,1,17
2020-03-22,Manipur,2.3,82,3,6,1,18
2020-03-22,Meghalaya,3.5,82,3,6,1,19
2020-03-22,Mizoram,1.5,82,3,6,1,20
2020-03-22,Nagaland,2.1,82,3,6,1,21
2020-03-22,Odisha,69.1,82,3,6,1,22
2020-03-22,Pondy,4.4,82,3,6,1,23
2020-03-22,Punjab,73.9,82,3,6,1,24
2020-03-22,Rajasthan,146.2,82,3,6,1,25
2020-03-22,Sikkim,1.0,82,3,6,1,26
2020-03-22,Tamil Nadu,245.5,82,3,6,1,27
2020-03-22,Telangana,188.2,82,3,6,1,28
2020-03-22,Tripura,3.4,82,3,6,1,29
2020-03-22,UP,236.8,82,3,6,1,30
2020-03-22,Uttarakhand,18.4,82,3,6,1,31
2020-03-22,West Bengal,140.1,82,3,6,1,32
2020-03-23,Andhra Pradesh,164.1,83,3,0,1,0
2020-03-23,Arunachal Pradesh,1.5,83,3,0,1,1
2020-03-23,Assam,20.4,83,3,0,1,2
2020-03-23,Bihar,73.4,83,3,0,1,3
2020-03-23,Chandigarh,2.2,83,3,0,1,4
2020-03-23,Chhattisgarh,73.8,83,3,0,1,5
2020-03-23,DNH,1.9,83,3,0,1,6
2020-03-23,Delhi,45.8,83,3,0,1,7
2020-03-23,Goa,7.4,83,3,0,1,8
2020-03-23,Gujarat,240.2,83,3,0,1,9
2020-03-23,HP,12.4,83,3,0,1,10
2020-03-23,Haryana,75.8,83,3,0,1,11
2020-03-23,J&K,40.6,83,3,0,1,12
2020-03-23,Jharkhand,22.7,83,3,0,1,13
2020-03-23,Karnataka,199.8,83,3,0,1,14
2020-03-23,Kerala,64.7,83,3,0,1,15
2020-03-23,MP,166.2,83,3,0,1,16
2020-03-23,Maharashtra,377.2,83,3,0,1,17
2020-03-23,Manipur,2.4,83,3,0,1,18
2020-03-23,Meghalaya,3.6,83,3,0,1,19
2020-03-23,Mizoram,1.5,83,3,0,1,20
2020-03-23,Nagaland,2.1,83,3,0,1,21
2020-03-23,Odisha,71.4,83,3,0,1,22
2020-03-23,Pondy,4.5,83,3,0,1,23
2020-03-23,Punjab,75.8,83,3,0,1,24
2020-03-23,Rajasthan,149.5,83,3,0,1,25
2020-03-23,Sikkim,1.3,83,3,0,1,26
2020-03-23,Tamil Nadu,247.0,83,3,0,1,27
2020-03-23,Telangana,179.5,83,3,0,1,28
2020-03-23,Tripura,4.0,83,3,0,1,29
2020-03-23,UP,241.4,83,3,0,1,30
2020-03-23,Uttarakhand,18.5,83,3,0,1,31
2020-03-23,West Bengal,134.7,83,3,0,1,32
2020-03-24,Andhra Pradesh,160.3,84,3,1,1,0
2020-03-24,Arunachal Pradesh,1.5,84,3,1,1,1
2020-03-24,Assam,20.3,84,3,1,1,2
2020-03-24,Bihar,76.5,84,3,1,1,3
2020-03-24,Chandigarh,2.3,84,3,1,1,4
2020-03-24,Chhattisgarh,74.2,84,3,1,1,5
2020-03-24,DNH,1.9,84,3,1,1,6
2020-03-24,Delhi,47.6,84,3,1,1,7
2020-03-24,Goa,7.3,84,3,1,1,8
2020-03-24,Gujarat,242.8,84,3,1,1,9
2020-03-24,HP,12.6,84,3,1,1,10
2020-03-24,Haryana,73.2,84,3,1,1,11
2020-03-24,J&K,43.4,84,3,1,1,12
2020-03-24,Jharkhand,22.9,84,3,1,1,13
2020-03-24,Karnataka,182.0,84,3,1,1,14
2020-03-24,Kerala,62.8,84,3,1,1,15
2020-03-24,MP,169.0,84,3,1,1,16
2020-03-24,Maharashtra,381.2,84,3,1,1,17
2020-03-24,Manipur,2.3,84,3,1,1,18
2020-03-24,Meghalaya,3.5,84,3,1,1,19
2020-03-24,Mizoram,1.5,84,3,1,1,20
2020-03-24,Nagaland,2.0,84,3,1,1,21
2020-03-24,Odisha,69.4,84,3,1,1,22
2020-03-24,Pondy,4.6,84,3,1,1,23
2020-03-24,Punjab,69.6,84,3,1,1,24
2020-03-24,Rajasthan,148.6,84,3,1,1,25
2020-03-24,Sikkim,1.4,84,3,1,1,26
2020-03-24,Tamil Nadu,235.1,84,3,1,1,27
2020-03-24,Telangana,164.2,84,3,1,1,28
2020-03-24,Tripura,4.0,84,3,1,1,29
2020-03-24,UP,249.0,84,3,1,1,30
2020-03-24,Uttarakhand,19.1,84,3,1,1,31
2020-03-24,West Bengal,139.9,84,3,1,1,32
2020-03-25,Andhra Pradesh,155.6,85,3,2,1,0
2020-03-25,Arunachal Pradesh,2.1,85,3,2,1,1
2020-03-25,Assam,20.1,85,3,2,1,2
2020-03-25,Bihar,79.1,85,3,2,1,3
2020-03-25,Chandigarh,2.3,85,3,2,1,4
2020-03-25,Chhattisgarh,72.4,85,3,2,1,5
2020-03-25,DNH,2.0,85,3,2,1,6
2020-03-25,Delhi,46.1,85,3,2,1,7
2020-03-25,Goa,7.2,85,3,2,1,8
